UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
10007762,Glasgow Caledonian University,CAH17-01-02,Business studies, How well communicated was information about your university/college's mental wellbeing support services?,90.0,130.0,20.5,48.0,17.0,4.5,76.1,72.7,Q26,248904,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How good are teaching staff at explaining things?,83.5,111.5,34.5,47.5,1.5,0.0,98.2,74.9,Q01,248905,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How often do teaching staff make the subject engaging?,82.5,111.5,25.5,44.5,11.5,1.0,84.8,74.9,Q02,248906,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How often is the course intellectually stimulating?,83.5,111.5,28.0,39.5,14.0,2.0,80.8,74.9,Q03,248907,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How often does your course challenge you to achieve your best work?,83.5,111.5,41.0,32.0,9.5,1.0,87.4,74.9,Q04,248908,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, To what extent have you had the chance to explore ideas and concepts in depth?,83.5,111.5,44.5,25.5,12.5,1.0,83.8,74.9,Q05,248909,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,83.5,111.5,38.0,39.0,5.5,1.0,92.2,74.9,Q06,248910,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, To what extent have you had the chance to bring together information and ideas from different topics?,83.5,111.5,41.0,34.0,7.5,1.0,89.8,74.9,Q07,248911,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, To what extent does your course have the right balance of directed and independent study?,83.5,111.5,41.5,33.0,9.0,0.0,89.2,74.9,Q08,248912,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well has your course developed your knowledge and skills that you think you will need for your future?,83.5,111.5,34.5,32.0,13.5,3.5,79.6,74.9,Q09,248913,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How clear were the marking criteria used to assess your work?,83.5,111.5,33.5,41.0,9.0,0.0,89.2,74.9,Q10,248914,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How fair has the marking and assessment been on your course?,83.5,111.5,24.0,54.0,4.5,1.0,93.4,74.9,Q11,248915,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well have assessments allowed you to demonstrate what you have learned?,83.5,111.5,32.5,43.5,5.5,2.0,91.0,74.9,Q12,248916,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How often have you received assessment feedback on time?,83.5,111.5,28.5,33.0,16.0,6.0,73.7,74.9,Q13,248917,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How often does feedback help you to improve your work?,83.5,111.5,23.5,37.0,15.0,8.0,72.5,74.9,Q14,248918,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How easy was it to contact teaching staff when you needed to?,83.5,111.5,36.5,35.5,9.0,2.5,86.2,74.9,Q15,248919,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well have teaching staff supported your learning?,83.5,111.5,41.0,34.0,8.5,0.0,89.8,74.9,Q16,248920,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well organised is your course?,83.5,111.5,28.0,45.0,10.5,0.0,87.4,74.9,Q17,248921,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well were any changes to teaching on your course communicated?,82.5,111.5,35.0,37.5,9.0,1.0,87.9,74.9,Q18,248922,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well have the IT resources and facilities supported your learning?,76.0,111.5,31.5,38.0,5.5,1.0,91.4,74.9,Q19,248923,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",82.5,111.5,53.5,25.0,2.0,2.0,95.2,74.9,Q20,248924,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",78.5,111.5,35.5,36.0,5.5,1.5,91.1,74.9,Q21,248925,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, To what extent do you get the right opportunities to give feedback on your course?,83.0,111.5,44.5,28.5,10.0,0.0,88.0,74.9,Q22,248926,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, To what extent are students' opinions about the course valued by staff?,81.0,111.5,37.5,27.0,13.5,3.0,79.6,74.9,Q23,248927,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How clear is it that students' feedback on the course is acted on?,79.5,111.5,25.0,30.0,21.0,3.5,69.2,74.9,Q24,248928,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well does the students' union (association or guild) represent students' academic interests?,74.5,111.5,21.5,36.5,13.0,3.5,77.9,74.9,Q25,248929,UK
10007762,Glasgow Caledonian University,CAH17-01-03,Marketing, How well communicated was information about your university/college's mental wellbeing support services?,78.0,111.5,35.5,31.0,7.5,4.0,85.3,74.9,Q26,248930,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How good are teaching staff at explaining things?,43.5,72.1,7.32,31.23,2.99,2.0,88.5,60.4,Q01,248931,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How often do teaching staff make the subject engaging?,43.5,72.1,4.99,26.59,8.97,2.99,72.5,60.4,Q02,248932,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How often is the course intellectually stimulating?,43.5,72.1,13.29,20.94,5.65,3.66,78.6,60.4,Q03,248933,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How often does your course challenge you to achieve your best work?,43.5,72.1,14.63,18.93,7.32,2.66,77.1,60.4,Q04,248934,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, To what extent have you had the chance to explore ideas and concepts in depth?,43.5,72.1,13.96,20.62,8.63,0.33,79.4,60.4,Q05,248935,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,43.5,72.1,9.63,25.26,5.65,3.0,80.1,60.4,Q06,248936,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, To what extent have you had the chance to bring together information and ideas from different topics?,43.5,72.1,7.63,24.95,10.96,0.0,74.8,60.4,Q07,248937,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, To what extent does your course have the right balance of directed and independent study?,43.5,72.1,14.29,22.94,5.65,0.66,85.5,60.4,Q08,248938,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well has your course developed your knowledge and skills that you think you will need for your future?,43.5,72.1,14.95,21.61,4.32,2.66,84.0,60.4,Q09,248939,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How clear were the marking criteria used to assess your work?,43.5,72.1,13.94,18.61,9.66,1.33,74.8,60.4,Q10,248940,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How fair has the marking and assessment been on your course?,43.5,72.1,8.63,27.27,5.32,2.32,82.5,60.4,Q11,248941,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well have assessments allowed you to demonstrate what you have learned?,43.5,72.1,6.96,31.93,3.32,1.33,89.3,60.4,Q12,248942,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How often have you received assessment feedback on time?,43.5,72.1,7.97,18.92,8.32,8.33,61.8,60.4,Q13,248943,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How often does feedback help you to improve your work?,43.5,72.1,6.31,20.59,11.31,5.33,61.8,60.4,Q14,248944,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How easy was it to contact teaching staff when you needed to?,43.5,72.1,16.29,20.93,5.32,1.0,85.5,60.4,Q15,248945,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well have teaching staff supported your learning?,43.5,72.1,9.31,25.92,6.31,2.0,80.9,60.4,Q16,248946,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well organised is your course?,43.5,72.1,9.31,25.25,4.65,4.33,79.4,60.4,Q17,248947,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well were any changes to teaching on your course communicated?,43.5,72.1,13.96,16.93,9.32,3.33,70.9,60.4,Q18,248948,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well have the IT resources and facilities supported your learning?,41.9,72.1,17.94,21.29,2.65,0.0,93.7,60.4,Q19,248949,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",42.5,72.1,21.93,18.95,1.66,0.0,96.1,60.4,Q20,248950,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",39.9,72.1,13.29,21.61,2.98,2.0,87.5,60.4,Q21,248951,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, To what extent do you get the right opportunities to give feedback on your course?,43.5,72.1,14.28,25.61,2.65,1.0,91.6,60.4,Q22,248952,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, To what extent are students' opinions about the course valued by staff?,42.2,72.1,7.64,22.59,6.65,5.33,71.6,60.4,Q23,248953,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How clear is it that students' feedback on the course is acted on?,40.9,72.1,3.31,19.61,10.97,6.99,56.1,60.4,Q24,248954,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well does the students' union (association or guild) represent students' academic interests?,38.6,72.1,10.31,17.93,6.65,3.66,73.3,60.4,Q25,248955,UK
10007762,Glasgow Caledonian University,CAH17-01-04,Management studies, How well communicated was information about your university/college's mental wellbeing support services?,40.2,72.1,9.96,15.61,9.98,4.66,63.6,60.4,Q26,248956,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How good are teaching staff at explaining things?,10.5,13.0,1.5,8.5,0.5,0.0,95.2,80.8,Q01,248957,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How often do teaching staff make the subject engaging?,10.5,13.0,1.0,6.5,2.5,0.5,71.4,80.8,Q02,248958,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How often is the course intellectually stimulating?,10.5,13.0,0.5,9.0,1.0,0.0,90.5,80.8,Q03,248959,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How often does your course challenge you to achieve your best work?,10.5,13.0,4.0,4.0,1.5,1.0,76.2,80.8,Q04,248960,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, To what extent have you had the chance to explore ideas and concepts in depth?,10.5,13.0,2.0,4.5,3.0,1.0,61.9,80.8,Q05,248961,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,10.5,13.0,3.5,5.0,2.0,0.0,81.0,80.8,Q06,248962,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, To what extent have you had the chance to bring together information and ideas from different topics?,10.5,13.0,1.5,7.0,1.5,0.5,81.0,80.8,Q07,248963,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, To what extent does your course have the right balance of directed and independent study?,10.5,13.0,4.5,4.0,2.0,0.0,81.0,80.8,Q08,248964,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well has your course developed your knowledge and skills that you think you will need for your future?,10.5,13.0,3.0,6.0,1.5,0.0,85.7,80.8,Q09,248965,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How clear were the marking criteria used to assess your work?,10.5,13.0,2.5,4.5,3.5,0.0,66.7,80.8,Q10,248966,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How fair has the marking and assessment been on your course?,10.5,13.0,1.5,6.0,2.5,0.5,71.4,80.8,Q11,248967,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well have assessments allowed you to demonstrate what you have learned?,10.5,13.0,2.5,6.0,2.0,0.0,81.0,80.8,Q12,248968,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How often have you received assessment feedback on time?,10.5,13.0,2.5,5.0,3.0,0.0,71.4,80.8,Q13,248969,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How often does feedback help you to improve your work?,10.5,13.0,2.0,3.5,3.5,1.5,52.4,80.8,Q14,248970,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How easy was it to contact teaching staff when you needed to?,10.5,13.0,3.5,5.5,1.5,0.0,85.7,80.8,Q15,248971,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well have teaching staff supported your learning?,10.5,13.0,3.0,6.0,1.5,0.0,85.7,80.8,Q16,248972,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well organised is your course?,10.5,13.0,1.5,8.5,0.5,0.0,95.2,80.8,Q17,248973,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well were any changes to teaching on your course communicated?,10.5,13.0,3.0,5.5,1.0,1.0,81.0,80.8,Q18,248974,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well have the IT resources and facilities supported your learning?,10.0,13.0,4.5,4.5,1.0,0.0,90.0,80.8,Q19,248975,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",10.5,13.0,5.0,5.0,0.5,0.0,95.2,80.8,Q20,248976,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",9.5,13.0,5.0,4.0,0.5,0.0,94.7,80.8,Q21,248977,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, To what extent do you get the right opportunities to give feedback on your course?,10.5,13.0,3.5,6.0,0.5,0.5,90.5,80.8,Q22,248978,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, To what extent are students' opinions about the course valued by staff?,10.5,13.0,2.5,6.0,2.0,0.0,81.0,80.8,Q23,248979,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How clear is it that students' feedback on the course is acted on?,10.5,13.0,0.5,5.5,4.5,0.0,57.1,80.8,Q24,248980,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well does the students' union (association or guild) represent students' academic interests?,10.5,13.0,3.0,4.5,2.5,0.5,71.4,80.8,Q25,248981,UK
10007762,Glasgow Caledonian University,CAH17-01-05,Human resource management, How well communicated was information about your university/college's mental wellbeing support services?,10.0,13.0,2.0,4.0,2.0,2.0,60.0,80.8,Q26,248982,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How good are teaching staff at explaining things?,49.0,66.0,12.0,33.0,4.0,0.0,91.8,74.2,Q01,248983,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How often do teaching staff make the subject engaging?,49.0,66.0,10.0,22.0,15.0,2.0,65.3,74.2,Q02,248984,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How often is the course intellectually stimulating?,49.0,66.0,9.0,29.0,8.0,3.0,77.6,74.2,Q03,248985,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How often does your course challenge you to achieve your best work?,49.0,66.0,17.0,26.0,6.0,0.0,87.8,74.2,Q04,248986,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", To what extent have you had the chance to explore ideas and concepts in depth?,49.0,66.0,17.0,28.0,4.0,0.0,91.8,74.2,Q05,248987,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well does your course introduce subjects and skills in a way that builds on what you have already learned?,49.0,66.0,14.0,25.0,8.0,2.0,79.6,74.2,Q06,248988,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", To what extent have you had the chance to bring together information and ideas from different topics?,49.0,66.0,18.0,25.0,4.0,2.0,87.8,74.2,Q07,248989,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", To what extent does your course have the right balance of directed and independent study?,48.0,66.0,15.0,21.0,11.0,1.0,75.0,74.2,Q08,248990,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well has your course developed your knowledge and skills that you think you will need for your future?,48.0,66.0,9.0,29.0,9.0,1.0,79.2,74.2,Q09,248991,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How clear were the marking criteria used to assess your work?,49.0,66.0,14.0,29.0,5.0,1.0,87.8,74.2,Q10,248992,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How fair has the marking and assessment been on your course?,49.0,66.0,9.0,33.0,5.0,2.0,85.7,74.2,Q11,248993,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well have assessments allowed you to demonstrate what you have learned?,49.0,66.0,8.0,30.0,10.0,1.0,77.6,74.2,Q12,248994,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How often have you received assessment feedback on time?,49.0,66.0,17.0,22.0,8.0,2.0,79.6,74.2,Q13,248995,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How often does feedback help you to improve your work?,48.0,66.0,9.0,23.0,12.0,4.0,66.7,74.2,Q14,248996,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How easy was it to contact teaching staff when you needed to?,49.0,66.0,21.0,26.0,2.0,0.0,95.9,74.2,Q15,248997,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well have teaching staff supported your learning?,49.0,66.0,17.0,28.0,4.0,0.0,91.8,74.2,Q16,248998,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well organised is your course?,49.0,66.0,10.0,24.0,13.0,2.0,69.4,74.2,Q17,248999,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well were any changes to teaching on your course communicated?,49.0,66.0,10.0,29.0,10.0,0.0,79.6,74.2,Q18,249000,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well have the IT resources and facilities supported your learning?,45.0,66.0,17.0,25.0,3.0,0.0,93.3,74.2,Q19,249001,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel"," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",49.0,66.0,26.0,19.0,3.0,1.0,91.8,74.2,Q20,249002,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel"," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",47.0,66.0,20.0,22.0,5.0,0.0,89.4,74.2,Q21,249003,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", To what extent do you get the right opportunities to give feedback on your course?,48.0,66.0,26.0,15.0,7.0,0.0,85.4,74.2,Q22,249004,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", To what extent are students' opinions about the course valued by staff?,48.0,66.0,16.0,24.0,8.0,0.0,83.3,74.2,Q23,249005,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How clear is it that students' feedback on the course is acted on?,48.0,66.0,11.0,17.0,18.0,2.0,58.3,74.2,Q24,249006,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well does the students' union (association or guild) represent students' academic interests?,43.0,66.0,8.0,23.0,11.0,1.0,72.1,74.2,Q25,249007,UK
10007762,Glasgow Caledonian University,CAH17-01-06,"Tourism, transport and travel", How well communicated was information about your university/college's mental wellbeing support services?,48.0,66.0,21.0,18.0,9.0,0.0,81.3,74.2,Q26,249008,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How good are teaching staff at explaining things?,25.5,38.9,2.68,20.77,2.01,0.0,92.1,65.5,Q01,249009,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How often do teaching staff make the subject engaging?,25.5,38.9,2.01,15.41,6.03,2.01,68.4,65.5,Q02,249010,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How often is the course intellectually stimulating?,25.5,38.9,8.71,12.06,3.35,1.34,81.6,65.5,Q03,249011,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How often does your course challenge you to achieve your best work?,25.5,38.9,7.37,14.07,2.68,1.34,84.2,65.5,Q04,249012,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, To what extent have you had the chance to explore ideas and concepts in depth?,25.5,38.9,8.04,9.38,7.37,0.67,68.4,65.5,Q05,249013,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,25.5,38.9,7.37,14.74,3.35,0.0,86.8,65.5,Q06,249014,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, To what extent have you had the chance to bring together information and ideas from different topics?,25.5,38.9,7.37,10.05,8.04,0.0,68.4,65.5,Q07,249015,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, To what extent does your course have the right balance of directed and independent study?,25.5,38.9,8.71,12.06,3.35,1.34,81.6,65.5,Q08,249016,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well has your course developed your knowledge and skills that you think you will need for your future?,25.5,38.9,10.05,11.39,2.68,1.34,84.2,65.5,Q09,249017,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How clear were the marking criteria used to assess your work?,25.5,38.9,12.06,11.39,1.34,0.67,92.1,65.5,Q10,249018,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How fair has the marking and assessment been on your course?,25.5,38.9,7.37,12.73,2.68,2.68,78.9,65.5,Q11,249019,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well have assessments allowed you to demonstrate what you have learned?,25.5,38.9,8.04,14.07,2.68,0.67,86.8,65.5,Q12,249020,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How often have you received assessment feedback on time?,25.5,38.9,6.03,16.08,2.68,0.67,86.8,65.5,Q13,249021,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How often does feedback help you to improve your work?,25.5,38.9,4.69,15.41,4.69,0.67,78.9,65.5,Q14,249022,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How easy was it to contact teaching staff when you needed to?,25.5,38.9,8.71,14.07,2.68,0.0,89.5,65.5,Q15,249023,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well have teaching staff supported your learning?,25.5,38.9,4.69,16.08,4.69,0.0,81.6,65.5,Q16,249024,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well organised is your course?,25.5,38.9,4.69,16.75,3.35,0.67,84.2,65.5,Q17,249025,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well were any changes to teaching on your course communicated?,25.5,38.9,8.04,14.07,2.68,0.67,86.8,65.5,Q18,249026,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well have the IT resources and facilities supported your learning?,24.1,38.9,12.06,8.71,3.35,0.0,86.1,65.5,Q19,249027,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",25.5,38.9,14.07,10.05,1.34,0.0,94.7,65.5,Q20,249028,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",24.1,38.9,8.71,11.39,4.02,0.0,83.3,65.5,Q21,249029,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, To what extent do you get the right opportunities to give feedback on your course?,25.5,38.9,10.72,11.39,3.35,0.0,86.8,65.5,Q22,249030,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, To what extent are students' opinions about the course valued by staff?,24.8,38.9,5.36,15.41,3.35,0.67,83.8,65.5,Q23,249031,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How clear is it that students' feedback on the course is acted on?,24.1,38.9,4.69,11.39,6.03,2.01,66.7,65.5,Q24,249032,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well does the students' union (association or guild) represent students' academic interests?,23.5,38.9,4.69,14.07,3.35,1.34,80.0,65.5,Q25,249033,UK
10007762,Glasgow Caledonian University,CAH17-01-07,Finance, How well communicated was information about your university/college's mental wellbeing support services?,24.8,38.9,8.04,11.39,4.02,1.34,78.4,65.5,Q26,249034,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How good are teaching staff at explaining things?,57.0,81.0,24.0,30.0,3.0,0.0,94.7,70.4,Q01,249035,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How often do teaching staff make the subject engaging?,57.0,81.0,18.0,32.0,7.0,0.0,87.7,70.4,Q02,249036,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How often is the course intellectually stimulating?,57.0,81.0,21.0,28.0,7.0,1.0,86.0,70.4,Q03,249037,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How often does your course challenge you to achieve your best work?,57.0,81.0,24.0,28.0,5.0,0.0,91.2,70.4,Q04,249038,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, To what extent have you had the chance to explore ideas and concepts in depth?,57.0,81.0,25.0,24.0,8.0,0.0,86.0,70.4,Q05,249039,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,57.0,81.0,26.0,23.0,7.0,1.0,86.0,70.4,Q06,249040,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, To what extent have you had the chance to bring together information and ideas from different topics?,57.0,81.0,24.0,27.0,5.0,1.0,89.5,70.4,Q07,249041,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, To what extent does your course have the right balance of directed and independent study?,57.0,81.0,16.0,28.0,9.0,4.0,77.2,70.4,Q08,249042,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well has your course developed your knowledge and skills that you think you will need for your future?,57.0,81.0,23.0,25.0,7.0,2.0,84.2,70.4,Q09,249043,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How clear were the marking criteria used to assess your work?,57.0,81.0,24.0,22.0,5.0,6.0,80.7,70.4,Q10,249044,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How fair has the marking and assessment been on your course?,56.0,81.0,16.0,27.0,10.0,3.0,76.8,70.4,Q11,249045,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well have assessments allowed you to demonstrate what you have learned?,57.0,81.0,12.0,37.0,6.0,2.0,86.0,70.4,Q12,249046,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How often have you received assessment feedback on time?,57.0,81.0,21.0,24.0,11.0,1.0,78.9,70.4,Q13,249047,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How often does feedback help you to improve your work?,57.0,81.0,16.0,25.0,12.0,4.0,71.9,70.4,Q14,249048,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How easy was it to contact teaching staff when you needed to?,56.0,81.0,27.0,22.0,7.0,0.0,87.5,70.4,Q15,249049,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well have teaching staff supported your learning?,56.0,81.0,23.0,28.0,5.0,0.0,91.1,70.4,Q16,249050,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well organised is your course?,57.0,81.0,14.0,35.0,8.0,0.0,86.0,70.4,Q17,249051,UK
