Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
The University of Manchester,Undergraduate with postgraduate component,Biomedical sciences (non-specific),CAH02-05-03,72.2,75,2.8
The University of Manchester,Undergraduate with postgraduate component,"Molecular biology, biophysics and biochemistry",CAH03-01-08,79.5,70.7,-8.8
The University of Manchester,Undergraduate with postgraduate component,Physics,CAH07-01-01,79.2,69.3,-9.9
The University of Manchester,Undergraduate with postgraduate component,Chemistry,CAH07-02-01,83.2,70,-13.2
The University of Manchester,Undergraduate with postgraduate component,Mathematics,CAH09-01-01,79.2,73,-6.2
The University of Manchester,Undergraduate with postgraduate component,Mechanical engineering,CAH10-01-02,72.5,65.4,-7.1
The University of Manchester,Undergraduate with postgraduate component,Aeronautical and aerospace engineering,CAH10-01-04,69.6,65.2,-4.4
The University of Manchester,Undergraduate with postgraduate component,Electrical and electronic engineering,CAH10-01-08,77.5,84.6,7.1
The University of Manchester,Undergraduate with postgraduate component,"Chemical, process and energy engineering",CAH10-01-09,75.6,68.6,-7
The University of Manchester,Undergraduate with postgraduate component,Materials science,CAH10-03-07,95.5,87.6,-7.9
The University of Manchester,Undergraduate with postgraduate component,Computer science,CAH11-01-01,69.8,68.7,-1.1
University of Newcastle upon Tyne,All undergraduates,Medicine (non-specific),CAH01-01-02,79.8,73.1,-6.7
University of Newcastle upon Tyne,All undergraduates,Dentistry,CAH01-01-04,89.8,89.6,-0.2
University of Newcastle upon Tyne,All undergraduates,Pharmacy,CAH02-02-03,84.6,78.6,-6
University of Newcastle upon Tyne,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,74.7,73.9,-0.8
University of Newcastle upon Tyne,All undergraduates,"Anatomy, physiology and pathology",CAH02-05-04,95.7,91,-4.7
University of Newcastle upon Tyne,All undergraduates,Health sciences (non-specific),CAH02-06-01,71.5,54.2,-17.3
University of Newcastle upon Tyne,All undergraduates,Nutrition and dietetics,CAH02-06-02,68.4,56.3,-12.1
University of Newcastle upon Tyne,All undergraduates,Biology (non-specific),CAH03-01-02,74.6,69.4,-5.2
University of Newcastle upon Tyne,All undergraduates,Zoology,CAH03-01-06,71.3,62.1,-9.2
University of Newcastle upon Tyne,All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,74.9,61.7,-13.2
University of Newcastle upon Tyne,All undergraduates,Psychology (non-specific),CAH04-01-01,79.6,76.2,-3.4
University of Newcastle upon Tyne,All undergraduates,Agriculture,CAH06-01-03,83.6,85.7,2.1
University of Newcastle upon Tyne,All undergraduates,Chemistry,CAH07-02-01,70.9,65.7,-5.2
University of Newcastle upon Tyne,All undergraduates,Mathematics,CAH09-01-01,75.1,71.5,-3.6
University of Newcastle upon Tyne,All undergraduates,Mechanical engineering,CAH10-01-02,60.1,52.6,-7.5
University of Newcastle upon Tyne,All undergraduates,Civil engineering,CAH10-01-07,72.2,63.2,-9
University of Newcastle upon Tyne,All undergraduates,Electrical and electronic engineering,CAH10-01-08,79.6,77.2,-2.4
University of Newcastle upon Tyne,All undergraduates,"Chemical, process and energy engineering",CAH10-01-09,71.2,64.6,-6.6
University of Newcastle upon Tyne,All undergraduates,Computer science,CAH11-01-01,67,56.6,-10.4
University of Newcastle upon Tyne,All undergraduates,Architecture,CAH13-01-01,74.4,69.9,-4.5
University of Newcastle upon Tyne,All undergraduates,"Planning (urban, rural and regional)",CAH13-01-04,64.8,56.7,-8.1
University of Newcastle upon Tyne,All undergraduates,Sociology,CAH15-01-02,75,68.7,-6.3
University of Newcastle upon Tyne,All undergraduates,Politics,CAH15-03-01,71.6,60.8,-10.8
University of Newcastle upon Tyne,All undergraduates,Law,CAH16-01-01,77.8,74.1,-3.7
University of Newcastle upon Tyne,All undergraduates,Business and management (non-specific),CAH17-01-01,66.7,60.7,-6
University of Newcastle upon Tyne,All undergraduates,Business studies,CAH17-01-02,71.8,66.6,-5.2
University of Newcastle upon Tyne,All undergraduates,Accounting,CAH17-01-08,83.9,74.8,-9.1
University of Newcastle upon Tyne,All undergraduates,English studies (non-specific),CAH19-01-01,81.5,74.1,-7.4
University of Newcastle upon Tyne,All undergraduates,Literature in English,CAH19-01-03,81.7,77.9,-3.8
University of Newcastle upon Tyne,All undergraduates,Linguistics,CAH19-01-07,85.5,83.9,-1.6
University of Newcastle upon Tyne,All undergraduates,French studies,CAH19-04-01,82.1,77.6,-4.5
University of Newcastle upon Tyne,All undergraduates,German and Scandinavian studies,CAH19-04-02,85.6,82.2,-3.4
University of Newcastle upon Tyne,All undergraduates,Iberian studies,CAH19-04-04,82.6,76.6,-6
University of Newcastle upon Tyne,All undergraduates,History,CAH20-01-01,68.7,59.8,-8.9
University of Newcastle upon Tyne,All undergraduates,Archaeology,CAH20-01-03,86.3,84.6,-1.7
University of Newcastle upon Tyne,All undergraduates,Classics,CAH20-01-05,85.1,79.5,-5.6
University of Newcastle upon Tyne,All undergraduates,Philosophy,CAH20-02-01,80.8,82.6,1.8
University of Newcastle upon Tyne,All undergraduates,Education,CAH22-01-01,89.1,87.6,-1.5
University of Newcastle upon Tyne,All undergraduates,"Combined, general or negotiated studies",CAH23-01-01,82.5,78.2,-4.3
University of Newcastle upon Tyne,All undergraduates,Journalism,CAH24-01-04,78,71.8,-6.2
University of Newcastle upon Tyne,All undergraduates,Media studies,CAH24-01-05,85.6,85.9,0.3
University of Newcastle upon Tyne,All undergraduates,Art,CAH25-01-02,86.1,84.9,-1.2
University of Newcastle upon Tyne,All undergraduates,Cinematics and photography,CAH25-01-04,36.6,21,-15.6
University of Newcastle upon Tyne,All undergraduates,Music,CAH25-02-02,78.6,76.4,-2.2
University of Newcastle upon Tyne,All undergraduates,Physical geographical sciences,CAH26-01-02,74.6,69.5,-5.1
University of Newcastle upon Tyne,First degree,Biomedical sciences (non-specific),CAH02-05-03,73.2,72.7,-0.5
University of Newcastle upon Tyne,First degree,"Anatomy, physiology and pathology",CAH02-05-04,95.7,91,-4.7
University of Newcastle upon Tyne,First degree,Health sciences (non-specific),CAH02-06-01,60.1,51.4,-8.7
University of Newcastle upon Tyne,First degree,Nutrition and dietetics,CAH02-06-02,66.5,55.4,-11.1
University of Newcastle upon Tyne,First degree,Biology (non-specific),CAH03-01-02,74.2,69.2,-5
University of Newcastle upon Tyne,First degree,Zoology,CAH03-01-06,71.4,65.4,-6
University of Newcastle upon Tyne,First degree,"Molecular biology, biophysics and biochemistry",CAH03-01-08,73,58.1,-14.9
University of Newcastle upon Tyne,First degree,Psychology (non-specific),CAH04-01-01,79.6,76.2,-3.4
University of Newcastle upon Tyne,First degree,Agriculture,CAH06-01-03,83.6,85.7,2.1
University of Newcastle upon Tyne,First degree,Chemistry,CAH07-02-01,76.1,68.5,-7.6
University of Newcastle upon Tyne,First degree,Mathematics,CAH09-01-01,75.5,72.3,-3.2
University of Newcastle upon Tyne,First degree,Mechanical engineering,CAH10-01-02,53.6,43,-10.6
University of Newcastle upon Tyne,First degree,Civil engineering,CAH10-01-07,71.4,61.6,-9.8
University of Newcastle upon Tyne,First degree,Electrical and electronic engineering,CAH10-01-08,80.5,76.3,-4.2
University of Newcastle upon Tyne,First degree,"Chemical, process and energy engineering",CAH10-01-09,64.9,58.6,-6.3
University of Newcastle upon Tyne,First degree,Computer science,CAH11-01-01,65.4,55.4,-10
University of Newcastle upon Tyne,First degree,Architecture,CAH13-01-01,73.7,70.5,-3.2
University of Newcastle upon Tyne,First degree,"Planning (urban, rural and regional)",CAH13-01-04,67.4,57,-10.4
University of Newcastle upon Tyne,First degree,Sociology,CAH15-01-02,75,68.7,-6.3
University of Newcastle upon Tyne,First degree,Politics,CAH15-03-01,71.6,60.8,-10.8
University of Newcastle upon Tyne,First degree,Law,CAH16-01-01,77.8,74.1,-3.7
University of Newcastle upon Tyne,First degree,Business and management (non-specific),CAH17-01-01,66.7,60.7,-6
University of Newcastle upon Tyne,First degree,Business studies,CAH17-01-02,71.8,66.6,-5.2
University of Newcastle upon Tyne,First degree,Accounting,CAH17-01-08,83.9,74.8,-9.1
University of Newcastle upon Tyne,First degree,English studies (non-specific),CAH19-01-01,81.5,74.1,-7.4
University of Newcastle upon Tyne,First degree,Literature in English,CAH19-01-03,81.7,77.9,-3.8
University of Newcastle upon Tyne,First degree,Linguistics,CAH19-01-07,85.5,83.9,-1.6
University of Newcastle upon Tyne,First degree,French studies,CAH19-04-01,82.1,77.6,-4.5
University of Newcastle upon Tyne,First degree,German and Scandinavian studies,CAH19-04-02,85.6,82.2,-3.4
University of Newcastle upon Tyne,First degree,Iberian studies,CAH19-04-04,82.6,76.6,-6
University of Newcastle upon Tyne,First degree,History,CAH20-01-01,68.7,59.8,-8.9
University of Newcastle upon Tyne,First degree,Archaeology,CAH20-01-03,86.3,84.6,-1.7
University of Newcastle upon Tyne,First degree,Classics,CAH20-01-05,85.1,79.5,-5.6
University of Newcastle upon Tyne,First degree,Philosophy,CAH20-02-01,80.8,82.6,1.8
University of Newcastle upon Tyne,First degree,Education,CAH22-01-01,89.1,87.6,-1.5
University of Newcastle upon Tyne,First degree,"Combined, general or negotiated studies",CAH23-01-01,82.5,78.2,-4.3
University of Newcastle upon Tyne,First degree,Journalism,CAH24-01-04,78,71.8,-6.2
University of Newcastle upon Tyne,First degree,Media studies,CAH24-01-05,85.6,85.9,0.3
University of Newcastle upon Tyne,First degree,Art,CAH25-01-02,86.1,84.9,-1.2
University of Newcastle upon Tyne,First degree,Cinematics and photography,CAH25-01-04,36.6,21,-15.6
University of Newcastle upon Tyne,First degree,Music,CAH25-02-02,78.6,76.4,-2.2
University of Newcastle upon Tyne,First degree,Physical geographical sciences,CAH26-01-02,74.6,69.5,-5.1
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Medicine (non-specific),CAH01-01-02,79.8,73.1,-6.7
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Dentistry,CAH01-01-04,93.8,92.7,-1.1
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Pharmacy,CAH02-02-03,84.6,78.6,-6
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Biomedical sciences (non-specific),CAH02-05-03,83.2,86.2,3
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Chemistry,CAH07-02-01,67,61.1,-5.9
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Mechanical engineering,CAH10-01-02,70.1,65.6,-4.5
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Civil engineering,CAH10-01-07,77.4,64.3,-13.1
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Electrical and electronic engineering,CAH10-01-08,78.9,75.2,-3.7
University of Newcastle upon Tyne,Undergraduate with postgraduate component,"Chemical, process and energy engineering",CAH10-01-09,74.8,69.6,-5.2
University of Newcastle upon Tyne,Undergraduate with postgraduate component,Computer science,CAH11-01-01,74.1,63.7,-10.4
University of Plymouth,All undergraduates,Medicine (non-specific),CAH01-01-02,76.9,64.4,-12.5
University of Plymouth,All undergraduates,Dentistry,CAH01-01-04,96.5,91.7,-4.8
University of Plymouth,All undergraduates,Nursing (non-specific),CAH02-04-01,81.5,79.5,-2
University of Plymouth,All undergraduates,Adult nursing,CAH02-04-02,66.2,56.4,-9.8
University of Plymouth,All undergraduates,Midwifery,CAH02-04-04,83.6,77.7,-5.9
University of Plymouth,All undergraduates,Children's nursing,CAH02-04-05,87.9,86.6,-1.3
University of Plymouth,All undergraduates,Mental health nursing,CAH02-04-07,73.5,69.9,-3.6
University of Plymouth,All undergraduates,Medical technology,CAH02-05-01,27,17.6,-9.4
University of Plymouth,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,72.4,66.7,-5.7
University of Plymouth,All undergraduates,Health sciences (non-specific),CAH02-06-01,62.7,50.5,-12.2
University of Plymouth,All undergraduates,Nutrition and dietetics,CAH02-06-02,91.1,88.9,-2.2
University of Plymouth,All undergraduates,Ophthalmics,CAH02-06-03,95.6,89.4,-6.2
University of Plymouth,All undergraduates,Physiotherapy,CAH02-06-05,85,78,-7
University of Plymouth,All undergraduates,Complementary and alternative medicine,CAH02-06-06,78.7,78.8,0.1
University of Plymouth,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,50.4,50.1,-0.3
University of Plymouth,All undergraduates,Biosciences (non-specific),CAH03-01-01,81.7,81.1,-0.6
University of Plymouth,All undergraduates,Ecology and environmental biology,CAH03-01-03,85,82.3,-2.7
University of Plymouth,All undergraduates,Psychology (non-specific),CAH04-01-01,71.9,63.2,-8.7
University of Plymouth,All undergraduates,Mathematics,CAH09-01-01,91.4,88.6,-2.8
University of Plymouth,All undergraduates,Mechanical engineering,CAH10-01-02,75.3,71.8,-3.5
University of Plymouth,All undergraduates,Civil engineering,CAH10-01-07,62.3,60.8,-1.5
University of Plymouth,All undergraduates,Computer science,CAH11-01-01,71.9,71.6,-0.3
University of Plymouth,All undergraduates,Software engineering,CAH11-01-04,78.3,82,3.7
University of Plymouth,All undergraduates,Architecture,CAH13-01-01,84.8,77.8,-7
University of Plymouth,All undergraduates,Sociology,CAH15-01-02,80.1,74.4,-5.7
University of Plymouth,All undergraduates,Social policy,CAH15-01-03,74.7,66.5,-8.2
University of Plymouth,All undergraduates,Economics,CAH15-02-01,69,65.1,-3.9
University of Plymouth,All undergraduates,Politics,CAH15-03-01,82.1,79.7,-2.4
University of Plymouth,All undergraduates,Social work,CAH15-04-01,66.2,61.5,-4.7
University of Plymouth,All undergraduates,Childhood and youth studies,CAH15-04-02,85.6,82.4,-3.2
University of Plymouth,All undergraduates,Law,CAH16-01-01,70.7,63.3,-7.4
University of Plymouth,All undergraduates,Business and management (non-specific),CAH17-01-01,73.3,67.6,-5.7
University of Plymouth,All undergraduates,"Tourism, transport and travel",CAH17-01-06,54.9,51.4,-3.5
University of Plymouth,All undergraduates,English studies (non-specific),CAH19-01-01,73.8,70.2,-3.6
University of Plymouth,All undergraduates,Creative writing,CAH19-01-05,77.9,81.2,3.3
University of Plymouth,All undergraduates,History,CAH20-01-01,91.8,90.4,-1.4
University of Plymouth,All undergraduates,Education,CAH22-01-01,94.5,93.4,-1.1
University of Plymouth,All undergraduates,Teacher training,CAH22-01-02,63.9,61.9,-2
University of Plymouth,All undergraduates,Design studies,CAH25-01-03,83.1,74.5,-8.6
University of Plymouth,All undergraduates,Cinematics and photography,CAH25-01-04,83.1,79,-4.1
University of Plymouth,All undergraduates,Drama,CAH25-02-03,38.6,32.8,-5.8
University of Plymouth,All undergraduates,Geography (non-specific),CAH26-01-01,85.2,83.3,-1.9
University of Plymouth,All undergraduates,Environmental sciences,CAH26-01-04,84.5,83.3,-1.2
University of Plymouth,All undergraduates,Earth sciences,CAH26-01-06,90.5,88.1,-2.4
University of Plymouth,First degree,Adult nursing,CAH02-04-02,66.4,56.7,-9.7
University of Plymouth,First degree,Midwifery,CAH02-04-04,83.6,77.7,-5.9
University of Plymouth,First degree,Children's nursing,CAH02-04-05,87.9,86.6,-1.3
University of Plymouth,First degree,Mental health nursing,CAH02-04-07,74.2,70.9,-3.3
University of Plymouth,First degree,Medical technology,CAH02-05-01,27,17.6,-9.4
University of Plymouth,First degree,Biomedical sciences (non-specific),CAH02-05-03,72.4,66.7,-5.7
University of Plymouth,First degree,Health sciences (non-specific),CAH02-06-01,62.7,50.5,-12.2
University of Plymouth,First degree,Nutrition and dietetics,CAH02-06-02,91.1,88.9,-2.2
University of Plymouth,First degree,Ophthalmics,CAH02-06-03,95.6,89.4,-6.2
University of Plymouth,First degree,Physiotherapy,CAH02-06-05,85,78,-7
University of Plymouth,First degree,Complementary and alternative medicine,CAH02-06-06,78.7,78.8,0.1
University of Plymouth,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,49.2,49.4,0.2
University of Plymouth,First degree,Biosciences (non-specific),CAH03-01-01,81.7,81.1,-0.6
University of Plymouth,First degree,Ecology and environmental biology,CAH03-01-03,85,82.3,-2.7
University of Plymouth,First degree,Psychology (non-specific),CAH04-01-01,71.5,62.7,-8.8
University of Plymouth,First degree,Mathematics,CAH09-01-01,91.4,88.6,-2.8
University of Plymouth,First degree,Mechanical engineering,CAH10-01-02,77,75.8,-1.2
University of Plymouth,First degree,Civil engineering,CAH10-01-07,53.8,55.3,1.5
University of Plymouth,First degree,Computer science,CAH11-01-01,71.9,71.6,-0.3
University of Plymouth,First degree,Software engineering,CAH11-01-04,78.3,82,3.7
University of Plymouth,First degree,Architecture,CAH13-01-01,82.3,74.2,-8.1
University of Plymouth,First degree,Sociology,CAH15-01-02,80.1,74.4,-5.7
University of Plymouth,First degree,Social policy,CAH15-01-03,74.7,66.5,-8.2
University of Plymouth,First degree,Economics,CAH15-02-01,69,65.1,-3.9
University of Plymouth,First degree,Politics,CAH15-03-01,82.1,79.7,-2.4
University of Plymouth,First degree,Social work,CAH15-04-01,66.2,61.5,-4.7
University of Plymouth,First degree,Childhood and youth studies,CAH15-04-02,85.6,82.4,-3.2
University of Plymouth,First degree,Law,CAH16-01-01,70.7,63.3,-7.4
University of Plymouth,First degree,Business and management (non-specific),CAH17-01-01,73.3,67.6,-5.7
University of Plymouth,First degree,"Tourism, transport and travel",CAH17-01-06,54.9,51.4,-3.5
University of Plymouth,First degree,English studies (non-specific),CAH19-01-01,73.8,70.2,-3.6
University of Plymouth,First degree,Creative writing,CAH19-01-05,77.9,81.2,3.3
University of Plymouth,First degree,History,CAH20-01-01,91.8,90.4,-1.4
University of Plymouth,First degree,Education,CAH22-01-01,94.5,93.4,-1.1
University of Plymouth,First degree,Teacher training,CAH22-01-02,63.9,61.9,-2
University of Plymouth,First degree,Design studies,CAH25-01-03,83.1,74.5,-8.6
University of Plymouth,First degree,Cinematics and photography,CAH25-01-04,83.1,79,-4.1
University of Plymouth,First degree,Drama,CAH25-02-03,38.6,32.8,-5.8
University of Plymouth,First degree,Geography (non-specific),CAH26-01-01,85.2,83.3,-1.9
University of Plymouth,First degree,Environmental sciences,CAH26-01-04,84.5,83.3,-1.2
University of Plymouth,First degree,Earth sciences,CAH26-01-06,90.2,87.6,-2.6
University of Plymouth,Other undergraduate,Nursing (non-specific),CAH02-04-01,81.5,79.5,-2
University of Plymouth,Undergraduate with postgraduate component,Medicine (non-specific),CAH01-01-02,76.9,64.4,-12.5
University of Plymouth,Undergraduate with postgraduate component,Dentistry,CAH01-01-04,96.8,91.9,-4.9
The University of Reading,All undergraduates,Pharmacy,CAH02-02-03,84.3,77.7,-6.6
The University of Reading,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,89,84.4,-4.6
The University of Reading,All undergraduates,Health sciences (non-specific),CAH02-06-01,76.1,70.1,-6
The University of Reading,All undergraduates,Biosciences (non-specific),CAH03-01-01,89.4,87.5,-1.9
The University of Reading,All undergraduates,Zoology,CAH03-01-06,86.3,84.9,-1.4
The University of Reading,All undergraduates,Psychology (non-specific),CAH04-01-01,79.3,69.8,-9.5
The University of Reading,All undergraduates,Applied psychology,CAH04-01-02,79.3,76.8,-2.5
The University of Reading,All undergraduates,Agriculture,CAH06-01-03,88.6,83.4,-5.2
The University of Reading,All undergraduates,Food sciences,CAH06-01-07,93.6,92.6,-1
The University of Reading,All undergraduates,Chemistry,CAH07-02-01,68.6,63.3,-5.3
The University of Reading,All undergraduates,Mathematics,CAH09-01-01,82.7,80.7,-2
The University of Reading,All undergraduates,"Bioengineering, medical and biomedical engineering",CAH10-01-06,69.3,71,1.7
The University of Reading,All undergraduates,Computer science,CAH11-01-01,70.7,57.2,-13.5
The University of Reading,All undergraduates,Architecture,CAH13-01-01,66.1,54.9,-11.2
The University of Reading,All undergraduates,Building,CAH13-01-02,82.4,71.3,-11.1
The University of Reading,All undergraduates,Development studies,CAH15-01-05,66.5,66.8,0.3
The University of Reading,All undergraduates,Economics,CAH15-02-01,74.9,70.1,-4.8
The University of Reading,All undergraduates,Politics,CAH15-03-01,81.8,72.7,-9.1
The University of Reading,All undergraduates,Law,CAH16-01-01,78.8,72,-6.8
The University of Reading,All undergraduates,Business and management (non-specific),CAH17-01-01,83.6,79.5,-4.1
The University of Reading,All undergraduates,Business studies,CAH17-01-02,81,78.3,-2.7
The University of Reading,All undergraduates,Management studies,CAH17-01-04,87,81.8,-5.2
The University of Reading,All undergraduates,Finance,CAH17-01-07,87.7,82.2,-5.5
The University of Reading,All undergraduates,Accounting,CAH17-01-08,87.8,83,-4.8
The University of Reading,All undergraduates,English language,CAH19-01-02,83.5,68.8,-14.7
The University of Reading,All undergraduates,Literature in English,CAH19-01-03,84.1,80.9,-3.2
The University of Reading,All undergraduates,Iberian studies,CAH19-04-04,87.2,89.1,1.9
The University of Reading,All undergraduates,History,CAH20-01-01,87.7,81.9,-5.8
The University of Reading,All undergraduates,Archaeology,CAH20-01-03,97.1,96.6,-0.5
The University of Reading,All undergraduates,Classics,CAH20-01-05,91.2,91.4,0.2
The University of Reading,All undergraduates,Teacher training,CAH22-01-02,87.7,85.3,-2.4
The University of Reading,All undergraduates,Art,CAH25-01-02,73.9,62.9,-11
The University of Reading,All undergraduates,Design studies,CAH25-01-03,93.9,83.7,-10.2
The University of Reading,All undergraduates,Cinematics and photography,CAH25-01-04,54.4,37.3,-17.1
The University of Reading,All undergraduates,Physical geographical sciences,CAH26-01-02,89.9,88,-1.9
The University of Reading,First degree,Biomedical sciences (non-specific),CAH02-05-03,89,84.4,-4.6
The University of Reading,First degree,Biosciences (non-specific),CAH03-01-01,89.4,87.5,-1.9
The University of Reading,First degree,Zoology,CAH03-01-06,86.3,84.9,-1.4
The University of Reading,First degree,Psychology (non-specific),CAH04-01-01,79.3,69.8,-9.5
The University of Reading,First degree,Agriculture,CAH06-01-03,88.6,83.4,-5.2
The University of Reading,First degree,Food sciences,CAH06-01-07,93.6,92.6,-1
The University of Reading,First degree,Chemistry,CAH07-02-01,66.5,59,-7.5
The University of Reading,First degree,Mathematics,CAH09-01-01,81.2,78.9,-2.3
The University of Reading,First degree,Computer science,CAH11-01-01,70.7,57.2,-13.5
The University of Reading,First degree,Architecture,CAH13-01-01,66.1,54.9,-11.2
The University of Reading,First degree,Building,CAH13-01-02,82.4,71.3,-11.1
The University of Reading,First degree,Development studies,CAH15-01-05,66.5,66.8,0.3
The University of Reading,First degree,Economics,CAH15-02-01,74.9,70.1,-4.8
The University of Reading,First degree,Politics,CAH15-03-01,81.8,72.7,-9.1
The University of Reading,First degree,Law,CAH16-01-01,78.8,72,-6.8
The University of Reading,First degree,Business and management (non-specific),CAH17-01-01,83.6,79.5,-4.1
The University of Reading,First degree,Business studies,CAH17-01-02,81,78.3,-2.7
The University of Reading,First degree,Management studies,CAH17-01-04,87,81.8,-5.2
The University of Reading,First degree,Finance,CAH17-01-07,87.7,82.2,-5.5
The University of Reading,First degree,Accounting,CAH17-01-08,87.8,83,-4.8
The University of Reading,First degree,English language,CAH19-01-02,83.5,68.8,-14.7
The University of Reading,First degree,Literature in English,CAH19-01-03,84.1,80.9,-3.2
The University of Reading,First degree,Iberian studies,CAH19-04-04,87.2,89.1,1.9
The University of Reading,First degree,History,CAH20-01-01,87.7,81.9,-5.8
The University of Reading,First degree,Archaeology,CAH20-01-03,97.1,96.6,-0.5
The University of Reading,First degree,Classics,CAH20-01-05,91.2,91.4,0.2
The University of Reading,First degree,Teacher training,CAH22-01-02,87.7,85.3,-2.4
The University of Reading,First degree,Art,CAH25-01-02,73.9,62.9,-11
The University of Reading,First degree,Design studies,CAH25-01-03,93.9,83.7,-10.2
The University of Reading,First degree,Cinematics and photography,CAH25-01-04,54.4,37.3,-17.1
The University of Reading,First degree,Physical geographical sciences,CAH26-01-02,89.9,88,-1.9
The University of Reading,Undergraduate with postgraduate component,Pharmacy,CAH02-02-03,84.3,77.7,-6.6
The University of Reading,Undergraduate with postgraduate component,Health sciences (non-specific),CAH02-06-01,76.1,70.1,-6
University of Sussex,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,84.5,82.6,-1.9
University of Sussex,All undergraduates,Biology (non-specific),CAH03-01-02,71.3,66.6,-4.7
University of Sussex,All undergraduates,Zoology,CAH03-01-06,79,66.7,-12.3
University of Sussex,All undergraduates,Psychology (non-specific),CAH04-01-01,81,72.3,-8.7
University of Sussex,All undergraduates,Physics,CAH07-01-01,88.3,86.9,-1.4
University of Sussex,All undergraduates,Chemistry,CAH07-02-01,86.6,84.4,-2.2
University of Sussex,All undergraduates,Mathematics,CAH09-01-01,77.5,78.2,0.7
University of Sussex,All undergraduates,Mechanical engineering,CAH10-01-02,74,67.3,-6.7
University of Sussex,All undergraduates,Production and manufacturing engineering,CAH10-01-03,81.9,75.6,-6.3
University of Sussex,All undergraduates,Computer science,CAH11-01-01,83.6,82.4,-1.2
University of Sussex,All undergraduates,Artificial intelligence,CAH11-01-05,86.3,82.7,-3.6
University of Sussex,All undergraduates,Sociology,CAH15-01-02,75.4,67,-8.4
University of Sussex,All undergraduates,Anthropology,CAH15-01-04,85.6,83.2,-2.4
University of Sussex,All undergraduates,Development studies,CAH15-01-05,82.9,79.6,-3.3
University of Sussex,All undergraduates,Economics,CAH15-02-01,75,68.3,-6.7
University of Sussex,All undergraduates,Politics,CAH15-03-01,76.4,66,-10.4
University of Sussex,All undergraduates,Childhood and youth studies,CAH15-04-02,89.6,82.3,-7.3
University of Sussex,All undergraduates,Law,CAH16-01-01,77.2,69.7,-7.5
University of Sussex,All undergraduates,Business studies,CAH17-01-02,80.6,73.8,-6.8
University of Sussex,All undergraduates,Marketing,CAH17-01-03,72.4,59.6,-12.8
University of Sussex,All undergraduates,Management studies,CAH17-01-04,76.5,67.1,-9.4
University of Sussex,All undergraduates,Finance,CAH17-01-07,82.3,75.7,-6.6
University of Sussex,All undergraduates,Accounting,CAH17-01-08,83.7,76,-7.7
University of Sussex,All undergraduates,English studies (non-specific),CAH19-01-01,81.6,71.2,-10.4
University of Sussex,All undergraduates,English language,CAH19-01-02,81.3,79.9,-1.4
University of Sussex,All undergraduates,American and Australasian studies,CAH19-04-08,75.1,74.5,-0.6
University of Sussex,All undergraduates,History,CAH20-01-01,79.2,68.9,-10.3
University of Sussex,All undergraduates,"History of art, architecture and design",CAH20-01-02,85.2,82.3,-2.9
University of Sussex,All undergraduates,Philosophy,CAH20-02-01,77.6,68.1,-9.5
University of Sussex,All undergraduates,Teacher training,CAH22-01-02,85.1,72.8,-12.3
University of Sussex,All undergraduates,Media studies,CAH24-01-05,73.9,68.3,-5.6
University of Sussex,All undergraduates,Cinematics and photography,CAH25-01-04,67.5,57.8,-9.7
University of Sussex,All undergraduates,Music,CAH25-02-02,73.6,71,-2.6
University of Sussex,All undergraduates,Drama,CAH25-02-03,78.9,78.5,-0.4
University of Sussex,All undergraduates,Physical geographical sciences,CAH26-01-02,86.5,85.2,-1.3
University of Sussex,All undergraduates,Human geography,CAH26-01-03,79,75.3,-3.7
University of Sussex,First degree,Biomedical sciences (non-specific),CAH02-05-03,84,82.6,-1.4
University of Sussex,First degree,Biology (non-specific),CAH03-01-02,70.3,67.3,-3
University of Sussex,First degree,Zoology,CAH03-01-06,75.5,64.1,-11.4
University of Sussex,First degree,Psychology (non-specific),CAH04-01-01,81,72.3,-8.7
University of Sussex,First degree,Chemistry,CAH07-02-01,79.5,82.6,3.1
University of Sussex,First degree,Mathematics,CAH09-01-01,77.9,77.1,-0.8
University of Sussex,First degree,Mechanical engineering,CAH10-01-02,78.2,77,-1.2
University of Sussex,First degree,Production and manufacturing engineering,CAH10-01-03,82.1,74.2,-7.9
University of Sussex,First degree,Artificial intelligence,CAH11-01-05,86.1,82.2,-3.9
University of Sussex,First degree,Sociology,CAH15-01-02,75.4,67,-8.4
University of Sussex,First degree,Anthropology,CAH15-01-04,85.6,83.2,-2.4
University of Sussex,First degree,Development studies,CAH15-01-05,82.9,79.6,-3.3
University of Sussex,First degree,Economics,CAH15-02-01,75,68.3,-6.7
